ticker,name,currency,exchange,industry,logo,weburl,environment_grade,environment_level,social_grade,social_level,governance_grade,governance_level,environment_score,social_score,governance_score,total_score,total_grade,total_level,cik,Formatted Date,ticker/date,_id,Adj Close,Close,High,Low,Open,Volume
VRTX,Vertex Pharmaceuticals Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,https://static.finnhub.io/logo/feec7ad8-80e0-11ea-ac96-00000000092a.png,https://www.vrtx.com/,A,High,BB,Medium,BB,Medium,500,300,300,1100,BBB,High,875320,04/19/2022,VRTX04/19/2022,662183b3f6fcf517c9215ab5,282.5199890136719,282.5199890136719,284.3099975585937,279.5899963378906,282.989990234375,1354100.0
VRSN,Verisign Inc,USD,NASDAQ NMS - GLOBAL MARKET,Technology,https://static.finnhub.io/logo/9adf6b51871316924a9578bea95b2d64a4227d34ba3b664d3826fdba28ff23ae.png,https://www.verisign.com/,A,High,BB,Medium,BB,Medium,548,354,325,1227,A,High,1014473,04/19/2022,VRSN04/19/2022,662183b3f6fcf517c92157c3,218.27999877929688,218.27999877929688,218.6100006103516,212.16000366210932,212.72000122070312,356900.0
WBA,Walgreens Boots Alliance Inc,USD,NASDAQ NMS - GLOBAL MARKET,Retail,https://static.finnhub.io/logo/9cc9acf0-80ec-11ea-a362-00000000092a.png,https://www.walgreensbootsalliance.com/,A,High,BB,Medium,BB,Medium,515,325,300,1140,BBB,High,1618921,04/19/2022,WBA04/19/2022,662183b3f6fcf517c921618f,40.60813903808594,45.59999847412109,45.65999984741211,44.65999984741211,44.68999862670898,5328200.0
XEL,Xcel Energy Inc,USD,NASDAQ NMS - GLOBAL MARKET,Utilities,https://static.finnhub.io/logo/ad4fb250-80ec-11ea-950a-00000000092a.png,https://www.xcelenergy.com/,B,Medium,B,Medium,B,Medium,223,201,205,629,B,Medium,72903,04/20/2022,XEL04/20/2022,662183b3f6fcf517c921723c,70.61776733398438,75.3499984741211,75.77999877929688,75.11000061035156,75.41999816894531,3317700.0
NTAP,NetApp Inc,USD,NASDAQ NMS - GLOBAL MARKET,Technology,https://static.finnhub.io/logo/8aa1beee-80e0-11ea-85fc-00000000092a.png,https://www.netapp.com/,A,High,BB,Medium,BB,Medium,545,359,325,1229,A,High,1002047,04/18/2022,NTAP04/18/2022,662183b2f6fcf517c920d26b,76.1500015258789,76.1500015258789,76.5,75.44999694824219,75.5,1229000.0
ZBRA,Zebra Technologies Corp,USD,NASDAQ NMS - GLOBAL MARKET,Electrical Equipment,https://static.finnhub.io/logo/19363bc2-80e1-11ea-be98-00000000092a.png,https://www.zebra.com/,BB,Medium,BB,Medium,BB,Medium,320,317,300,937,BBB,High,877212,04/20/2022,ZBRA04/20/2022,662183b3f6fcf517c921752f,398.4200134277344,398.4200134277344,409.8999938964844,397.5,409.0700073242188,358400.0
WYNN,Wynn Resorts Ltd,USD,NASDAQ NMS - GLOBAL MARKET,Hotels Restaurants and Leisure,https://static.finnhub.io/logo/acba626ebfc3757928c79f34ba0291de64d34a185fce74db448210806384f2dd.png,https://www.wynnresorts.com/,B,Medium,B,Medium,B,Medium,225,201,200,626,B,Medium,1174922,04/20/2022,WYNN04/20/2022,662183b3f6fcf517c9217143,76.96199035644531,77.75,79.27999877929688,77.55999755859375,77.80999755859375,1964100.0
APTV,Aptiv PLC,USD,"NEW YORK STOCK EXCHANGE, INC.",Auto Components,https://static.finnhub.io/logo/56ba8998-80cb-11ea-ade4-00000000092a.png,https://www.aptiv.com,A,High,BB,Medium,BB,Medium,555,339,310,1204,A,High,1521332,10/06/2022,APTV10/06/2022,662183b1f6fcf517c91fb39b,88.37000274658203,88.37000274658203,88.69999694824219,86.37999725341797,86.69000244140625,1710300.0
BA,Boeing Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Aerospace and Defense,https://static.finnhub.io/logo/7f18239e-80eb-11ea-b544-00000000092a.png,https://www.boeing.com/,B,Medium,B,Medium,B,Medium,220,224,235,679,B,Medium,12927,09/21/2022,BA09/21/2022,662183b1f6fcf517c91fcf04,143.2899932861328,143.2899932861328,149.8699951171875,143.2100067138672,146.77000427246094,6244300.0
CAT,Caterpillar Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Machinery,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/4295903678.jpeg,https://www.caterpillar.com/en.html,B,Medium,B,Medium,B,Medium,235,239,235,709,B,Medium,18230,07/06/2022,CAT07/06/2022,662183b1f6fcf517c91fe460,165.80262756347656,172.30999755859375,174.6699981689453,169.2899932861328,173.47999572753906,3190600.0
CCI,Crown Castle Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,https://static.finnhub.io/logo/9955c1da-80eb-11ea-9b73-00000000092a.png,https://www.crowncastle.com/,A,High,BB,Medium,B,Medium,500,300,200,1000,BBB,High,1051470,09/16/2022,CCI09/16/2022,662183b1f6fcf517c9200fb9,150.58889770507812,163.22000122070312,163.74000549316406,161.08999633789062,162.6699981689453,2378500.0
CARR,Carrier Global Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Building,https://static.finnhub.io/logo/603e44f9a46419a67a8a0e59358d8fa90f116ba0bd9735830f2b11886a71fd52.png,https://www.carrier.com/,B,Medium,B,Medium,B,Medium,210,258,226,694,B,Medium,1783180,04/21/2022,CARR04/21/2022,662183b1f6fcf517c91fe237,42.81999969482422,42.81999969482422,44.68000030517578,42.56999969482422,43.869998931884766,3841000.0
CBRE,CBRE Group Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,https://static.finnhub.io/logo/96608490-80eb-11ea-a287-00000000092a.png,https://www.cbre.us,B,Medium,B,Medium,B,Medium,200,209,200,609,B,Medium,1138118,10/06/2022,CBRE10/06/2022,662183b1f6fcf517c91fe694,71.66999816894531,71.66999816894531,73.33000183105469,71.37000274658203,72.94999694824219,2015400.0
CE,Celanese Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,https://static.finnhub.io/logo/9a354dde-80eb-11ea-9454-00000000092a.png,https://www.celanese.com/,A,High,BB,Medium,BB,Medium,500,319,300,1119,BBB,High,1306830,10/06/2022,CE10/06/2022,662183b1f6fcf517c91fe88d,89.29521942138672,92.58000183105467,94.9499969482422,92.23999786376952,93.43000030517578,1063000.0
DGX,Quest Diagnostics Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,https://static.finnhub.io/logo/bcfcc2be-80eb-11ea-b2d4-00000000092a.png,https://www.questdiagnostics.com/,B,Medium,BB,Medium,B,Medium,230,300,205,735,B,Medium,1022079,04/19/2022,DGX04/19/2022,662183b3f6fcf517c9210b4a,130.34552001953125,135.8800048828125,136.9600067138672,133.22999572753906,133.75,1056100.0
WDC,Western Digital Corp,USD,NASDAQ NMS - GLOBAL MARKET,Technology,https://static.finnhub.io/logo/614eaedc2d32b02535d899770c447ff80b1fef23bd17a0f30cec4ea863891044.png,https://www.westerndigital.com/,A,High,BB,Medium,B,Medium,545,339,260,1144,BBB,High,106040,04/20/2022,WDC04/20/2022,662183b3f6fcf517c9216b61,49.5,49.5,50.65999984741211,49.400001525878906,49.43999862670898,3531500.0
JNJ,Johnson & Johnson,USD,"NEW YORK STOCK EXCHANGE, INC.",Pharmaceuticals,https://static.finnhub.io/logo/0a900736-80ec-11ea-8224-00000000092a.png,https://www.jnj.com/,A,High,BB,Medium,BB,Medium,565,308,300,1173,BBB,High,200406,04/18/2022,JNJ04/18/2022,662183b2f6fcf517c92091b5,177.66000366210938,177.66000366210938,180.38999938964844,176.74000549316406,179.72999572753906,6318700.0
JPM,JPMorgan Chase & Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Banking,https://static.finnhub.io/logo/0bf9570a-80ec-11ea-9e21-00000000092a.png,https://www.jpmorganchase.com/,A,High,BB,Medium,BB,Medium,505,319,338,1162,BBB,High,19617,04/18/2022,JPM04/18/2022,662183b2f6fcf517c92093ab,121.09403228759766,128.4600067138672,129.24000549316406,125.54000091552734,125.66999816894533,11834400.0
MCD,McDonald's Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Hotels Restaurants and Leisure,https://static.finnhub.io/logo/1fc48922e8f6853d63649be8c022bc451941771d13aefd69960f6bd1c6e726ed.png,https://www.mcdonalds.com/us/en-us.html,A,High,BB,Medium,BB,Medium,505,326,305,1136,BBB,High,63908,04/18/2022,MCD04/18/2022,662183b2f6fcf517c920b9e8,251.0599975585937,251.0599975585937,252.4900054931641,249.1300048828125,249.6300048828125,1426600.0
LIN,Linde PLC,USD,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,https://static.finnhub.io/logo/b8fe2cdc-81d4-11ea-bd4e-00000000092a.png,https://www.linde.com/,B,Medium,B,Medium,B,Medium,210,240,275,725,B,Medium,1707925,04/20/2022,LIN04/20/2022,662183b2f6fcf517c920a749,326.3699951171875,326.3699951171875,327.8699951171875,319.9200134277344,319.9200134277344,1957100.0
LYB,LyondellBasell Industries NV,USD,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,https://static.finnhub.io/logo/d3871fc8-80c9-11ea-8168-00000000092a.png,https://www.lyondellbasell.com/,A,High,BB,Medium,BB,Medium,587,352,330,1269,A,High,1489393,04/18/2022,LYB04/18/2022,662183b2f6fcf517c920ae24,108.9499969482422,108.9499969482422,109.02999877929688,107.33999633789062,107.56999969482422,1643700.0
MCO,Moody's Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,https://static.finnhub.io/logo/21b77074-80ec-11ea-a2fe-00000000092a.png,https://www.moodys.com/,A,High,BB,Medium,B,Medium,515,308,235,1058,BBB,High,1059556,04/18/2022,MCO04/18/2022,662183b2f6fcf517c920cc89,322.086181640625,328.2300109863281,330.5899963378906,326.3599853515625,327.510009765625,643900.0
LDOS,Leidos Holdings Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Professional Services,https://static.finnhub.io/logo/6a70aab0-80ec-11ea-b140-00000000092a.png,https://www.leidos.com/,A,High,BB,Medium,BB,Medium,500,300,300,1100,BBB,High,1336920,04/18/2022,LDOS04/18/2022,662183b2f6fcf517c920a551,109.26000213623048,109.26000213623048,110.31999969482422,108.43000030517578,108.77999877929688,653800.0
MCK,Mckesson Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,https://static.finnhub.io/logo/20acef66-80ec-11ea-9004-00000000092a.png,https://www.mckesson.com/,A,High,BB,Medium,BB,Medium,500,303,310,1113,BBB,High,927653,04/18/2022,MCK04/18/2022,662183b2f6fcf517c920bae3,322.9971008300781,326.6499938964844,328.8099975585937,322.7900085449219,323.25,882900.0
MAS,Masco Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Building,https://static.finnhub.io/logo/f733abfaa82424a088ae7010ead7d371b7f6579b20393e2cf842ecda43a4e1e6.png,https://masco.com/,A,High,BB,Medium,BB,Medium,522,323,305,1150,BBB,High,62996,04/18/2022,MAS04/18/2022,662183b2f6fcf517c920b5fc,49.16999816894531,49.16999816894531,49.900001525878906,48.77999877929688,49.2599983215332,1261400.0
LOW,Lowe's Companies Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Retail,https://static.finnhub.io/logo/1a543662-80ec-11ea-962e-00000000092a.png,http://media.lowes.com/,B,Medium,B,Medium,B,Medium,218,200,200,618,B,Medium,60667,04/18/2022,LOW04/18/2022,662183b2f6fcf517c920ac2e,190.57684326171875,198.5200042724609,202.0,197.3300018310547,200.6199951171875,3800400.0
MDT,Medtronic PLC,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,https://static.finnhub.io/logo/23418fdc-80ec-11ea-b2ad-00000000092a.png,https://www.medtronic.com/,A,High,BB,Medium,BB,Medium,515,308,315,1138,BBB,High,1613103,04/18/2022,MDT04/18/2022,662183b2f6fcf517c920bbde,101.18260955810548,108.08000183105467,109.25,107.54000091552734,108.52999877929688,3418000.0
MKC,McCormick & Company Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Food Products,https://static.finnhub.io/logo/283299b6-80ec-11ea-a748-00000000092a.png,https://www.mccormick.com/,A,High,BB,Medium,BB,Medium,500,300,300,1100,BBB,High,63754,04/18/2022,MKC04/18/2022,662183b2f6fcf517c920b8ed,96.21172332763672,100.25,102.0,99.9499969482422,101.58000183105467,715100.0
MET,MetLife Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,https://static.finnhub.io/logo/23fa7ee8-80ec-11ea-b9be-00000000092a.png,https://www.metlife.com/,A,High,BB,Medium,BB,Medium,517,305,305,1127,BBB,High,1099219,04/18/2022,MET04/18/2022,662183b2f6fcf517c920becf,66.8333969116211,71.2300033569336,71.63999938964844,70.1500015258789,70.33000183105469,3041100.0
MMC,Marsh & McLennan Companies Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,https://static.finnhub.io/logo/0dcbb2b38c092b479f704d3951261861da99b7990ad086d13815d96c4a79c5ea.png,https://www.marshmclennan.com/,A,High,BB,Medium,BB,Medium,500,300,300,1100,BBB,High,62709,04/18/2022,MMC04/18/2022,662183b2f6fcf517c920b406,170.4499969482422,170.4499969482422,170.88999938964844,169.30999755859375,169.4199981689453,1743000.0
MRK,Merck & Co Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Pharmaceuticals,https://static.finnhub.io/logo/2eedcaa6-80ec-11ea-853f-00000000092a.png,https://www.merck.com/,A,High,BB,Medium,BB,Medium,500,305,315,1120,BBB,High,310158,04/18/2022,MRK04/18/2022,662183b2f6fcf517c920bcd9,81.32533264160156,86.06999969482422,87.44999694824219,85.68000030517578,86.41999816894531,7995100.0
MRO,Marathon Oil Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,https://static.finnhub.io/logo/2f57969a-80ec-11ea-a60d-00000000092a.png,https://www.marathonoil.com/,A,High,BB,Medium,BB,Medium,530,313,305,1148,BBB,High,101778,04/21/2022,MRO04/21/2022,662183b2f6fcf517c920b01e,25.31769371032715,26.09000015258789,27.96999931335449,26.0,27.75,20775600.0
MPC,Marathon Petroleum Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,https://static.finnhub.io/logo/3fcc7474-80cb-11ea-83e4-00000000092a.png,https://www.marathonpetroleum.com/,AA,Excellent,BB,Medium,BB,Medium,700,366,315,1381,A,High,1510295,04/18/2022,MPC04/18/2022,662183b2f6fcf517c920b112,86.02335357666016,90.11000061035156,90.61000061035156,88.02999877929688,88.44000244140625,5281300.0
MS,Morgan Stanley,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,https://static.finnhub.io/logo/2fa6e0cc-80ec-11ea-9393-00000000092a.png,https://www.morganstanley.com/,A,High,BB,Medium,BB,Medium,555,303,320,1178,BBB,High,895421,04/18/2022,MS04/18/2022,662183b2f6fcf517c920cd93,80.19927978515625,86.4800033569336,87.18000030517578,84.31999969482422,84.38999938964844,7897500.0
MTB,M&T Bank Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Banking,https://static.finnhub.io/logo/30d4609c-80ec-11ea-8ba5-00000000092a.png,https://www.mtb.com/,A,High,BB,Medium,B,Medium,500,303,260,1063,BBB,High,36270,04/18/2022,MTB04/18/2022,662183b2f6fcf517c920af1f,159.16000366210938,159.16000366210938,160.4499969482422,158.3699951171875,158.75,954000.0
MTD,Mettler-Toledo International Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Life Sciences Tools and Services,https://static2.finnhub.io/file/publicdatany/finnhubimage/stock_logo/MTD.svg,https://www.mt.com/,A,High,BB,Medium,B,Medium,505,300,240,1045,BBB,High,1037646,04/18/2022,MTD04/18/2022,662183b2f6fcf517c920bfc9,1304.5799560546875,1304.5799560546875,1315.4300537109375,1291.8599853515625,1309.4200439453125,72400.0
MSI,Motorola Solutions Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Communications,https://static.finnhub.io/logo/2d51c630-80ec-11ea-be27-00000000092a.png,https://www.motorolasolutions.com,A,High,BB,Medium,BB,Medium,505,305,347,1157,BBB,High,68505,04/18/2022,MSI04/18/2022,662183b2f6fcf517c920cf7a,229.97000122070312,229.97000122070312,233.94000244140625,228.8999938964844,231.52999877929688,460600.0
NEE,Nextera Energy Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,https://static.finnhub.io/logo/e1c67092-80eb-11ea-b610-00000000092a.png,https://www.nexteraenergy.com/,AA,Excellent,BB,Medium,BB,Medium,668,306,313,1287,A,High,753308,04/18/2022,NEE04/18/2022,662183b2f6fcf517c920d751,81.70999908447266,81.70999908447266,83.61000061035156,81.05999755859375,83.0,6279100.0
MSCI,MSCI Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,https://static.finnhub.io/logo/353f2fa2-80ec-11ea-84d6-00000000092a.png,https://www.msci.com/,A,High,BB,Medium,BB,Medium,580,347,335,1262,A,High,1408198,04/18/2022,MSCI04/18/2022,662183b2f6fcf517c920d075,467.9583129882813,478.010009765625,484.2099914550781,475.0,481.4100036621094,299600.0
NCLH,Norwegian Cruise Line Holdings Ltd,USD,"NEW YORK STOCK EXCHANGE, INC.",Hotels Restaurants and Leisure,https://static.finnhub.io/logo/11f658d4f694f9c02c757031862ef93a50badc3344e7193e69183a3b1eb46ff0.png,https://www.nclhltd.com/,BBB,High,BB,Medium,BB,Medium,495,306,300,1101,BBB,High,1513761,04/18/2022,NCLH04/18/2022,662183b2f6fcf517c920de2f,21.209999084472656,21.209999084472656,21.690000534057617,21.049999237060547,21.39999961853028,10501800.0
NI,NiSource Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,https://static.finnhub.io/logo/3b042364-80ec-11ea-a3c4-00000000092a.png,https://www.nisource.com/,BB,Medium,BB,Medium,B,Medium,361,322,223,906,BBB,High,1111711,04/18/2022,NI04/18/2022,662183b2f6fcf517c920d948,29.52509498596192,31.739999771118164,32.040000915527344,31.549999237060547,31.84000015258789,4006100.0
NOC,Northrop Grumman Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Aerospace and Defense,https://static.finnhub.io/logo/3e3d9eda-80ec-11ea-810a-00000000092a.png,https://www.northropgrumman.com/,A,High,BB,Medium,BB,Medium,505,302,300,1107,BBB,High,1133421,04/18/2022,NOC04/18/2022,662183b2f6fcf517c920dd34,451.4123229980469,465.5799865722656,473.3699951171875,462.0799865722656,467.2000122070313,569300.0
NOW,ServiceNow Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,https://static.finnhub.io/logo/8023521c-80cc-11ea-9907-00000000092a.png,https://www.servicenow.com/,A,High,BB,Medium,BB,Medium,550,374,350,1274,A,High,1373715,04/19/2022,NOW04/19/2022,662183b3f6fcf517c92121d4,514.4000244140625,514.4000244140625,520.719970703125,492.0700073242188,498.7799987792969,1509500.0
NUE,Nucor Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Metals and Mining,https://static.finnhub.io/logo/61f6fa71dcc06483a3992eb1285beddd4a1d668f622c8a324412e5fc6828d664.png,https://nucor.com/,BB,Medium,BB,Medium,B,Medium,374,340,225,939,BBB,High,73309,04/18/2022,NUE04/18/2022,662183b2f6fcf517c920e022,165.49073791503906,170.3300018310547,172.07000732421875,165.6699981689453,165.8000030517578,2680000.0
NSC,Norfolk Southern Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Road and Rail,https://static.finnhub.io/logo/40989d8c-80ec-11ea-9189-00000000092a.png,http://www.nscorp.com/,BB,Medium,BB,Medium,BB,Medium,358,339,330,1027,BBB,High,702165,04/18/2022,NSC04/18/2022,662183b2f6fcf517c920db3d,250.69786071777344,262.510009765625,265.19000244140625,260.57000732421875,261.989990234375,1759100.0
NVR,NVR Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Consumer products,https://static.finnhub.io/logo/432bfe4c-80ec-11ea-8f50-00000000092a.png,https://www.nvrinc.com/,B,Medium,B,Medium,B,Medium,265,206,205,676,B,Medium,906163,04/18/2022,NVR04/18/2022,662183b2f6fcf517c920e21b,4320.6201171875,4320.6201171875,4374.9599609375,4293.580078125,4308.97998046875,13800.0
PGR,Progressive Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,https://static.finnhub.io/logo/5339a36c-80ec-11ea-bfff-00000000092a.png,https://www.progressive.com/,BB,Medium,BB,Medium,B,Medium,350,355,270,975,BBB,High,80661,04/19/2022,PGR04/19/2022,662183b3f6fcf517c921017b,111.1500015258789,111.1500015258789,111.4499969482422,108.88999938964844,109.55999755859376,2639100.0
PFE,Pfizer Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Pharmaceuticals,https://static.finnhub.io/logo/5163194a-80ec-11ea-8a20-00000000092a.png,https://www.pfizer.com/,A,High,BB,Medium,BB,Medium,500,300,300,1100,BBB,High,78003,04/18/2022,PFE04/18/2022,662183b3f6fcf517c920f5b7,47.677852630615234,51.84000015258789,53.11000061035156,51.630001068115234,52.83000183105469,17065000.0
PHM,Pultegroup Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Consumer products,https://static.finnhub.io/logo/538406a4-80ec-11ea-afbb-00000000092a.png,https://www.pultegroupinc.com/,B,Medium,B,Medium,B,Medium,215,203,240,658,B,Medium,822416,04/19/2022,PHM04/19/2022,662183b3f6fcf517c921075e,43.68999862670898,43.68999862670898,43.90999984741211,42.119998931884766,42.36000061035156,2310700.0
PH,Parker-Hannifin Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Machinery,https://static.finnhub.io/logo/52fb881e-80ec-11ea-9c1b-00000000092a.png,https://www.parker.com/portal/site/PARKER/menuitem.b90576e27a4d71ae1bfcc510237ad1ca/?vgnextoid=c38888b5bd16e010VgnVCM1000000308a8c0RCRD&vgnextfmt=EN,BB,Medium,BB,Medium,B,Medium,325,303,225,853,BB,Medium,76334,04/18/2022,PH04/18/2022,662183b3f6fcf517c920efd2,262.5856018066406,271.32000732421875,275.20001220703125,269.5299987792969,272.67999267578125,468700.0
PLD,Prologis Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,https://static.finnhub.io/logo/6ff93222-80eb-11ea-8e84-00000000092a.png,https://www.prologis.com/,A,High,BB,Medium,BB,Medium,579,374,315,1268,A,High,1045609,04/19/2022,PLD04/19/2022,662183b3f6fcf517c9210277,160.42864990234375,169.55999755859375,170.1999969482422,165.25,166.14999389648438,3839500.0
PPG,PPG Industries Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,https://static.finnhub.io/logo/5a8e2c2e-80ec-11ea-9a08-00000000092a.png,https://www.ppg.com/,B,Medium,B,Medium,B,Medium,293,236,220,749,B,Medium,79879,04/18/2022,PPG04/18/2022,662183b3f6fcf517c920fd8f,126.48999786376952,126.48999786376952,128.42999267578125,126.18000030517578,127.47000122070312,1066900.0
PSA,Public Storage,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,https://static.finnhub.io/logo/5bb9e9a4-80ec-11ea-b327-00000000092a.png,https://www.publicstorage.com/,B,Medium,B,Medium,B,Medium,235,245,205,685,B,Medium,1393311,04/19/2022,PSA04/19/2022,662183b3f6fcf517c9210663,413.1700134277344,413.1700134277344,416.30999755859375,411.0199890136719,411.989990234375,520100.0
PNC,PNC Financial Services Group Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Banking,https://static.finnhub.io/logo/595585fe-80ec-11ea-9ee3-00000000092a.png,https://www.pnc.com/,BBB,High,BB,Medium,BB,Medium,455,323,300,1078,BBB,High,713676,04/18/2022,PNC04/18/2022,662183b3f6fcf517c920fb99,175.75,175.75,177.30999755859375,173.9499969482422,173.9499969482422,2962400.0
PM,Philip Morris International Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Tobacco,https://static.finnhub.io/logo/58416e9a-80ec-11ea-a68c-00000000092a.png,https://www.pmi.com/,A,High,BB,Medium,BB,Medium,520,327,315,1162,BBB,High,1413329,04/18/2022,PM04/18/2022,662183b3f6fcf517c920f7ad,90.7564697265625,101.0500030517578,102.25,100.87999725341795,101.48999786376952,7424800.0
PKG,Packaging Corp of America,USD,"NEW YORK STOCK EXCHANGE, INC.",Packaging,https://static.finnhub.io/logo/55c64d68-80ec-11ea-881b-00000000092a.png,https://www.packagingcorp.com/,A,High,BB,Medium,BB,Medium,500,303,300,1103,BBB,High,75677,04/18/2022,PKG04/18/2022,662183b3f6fcf517c920ece4,149.76974487304688,160.7899932861328,164.32000732421875,160.0500030517578,162.80999755859375,670900.0
PSX,Phillips 66,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,https://static.finnhub.io/logo/861c8692-80cc-11ea-8e76-00000000092a.png,https://www.phillips66.com/,A,High,BB,Medium,BB,Medium,569,363,310,1242,A,High,1534701,04/18/2022,PSX04/18/2022,662183b3f6fcf517c920f8a8,80.73450469970703,87.16000366210938,87.18000030517578,82.61000061035156,83.68000030517578,3679600.0
PRU,Prudential Financial Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,https://static.finnhub.io/logo/5be82d74-80ec-11ea-8776-00000000092a.png,https://www.prudential.com/,B,Medium,BB,Medium,B,Medium,285,300,288,873,BB,Medium,1137774,04/19/2022,PRU04/19/2022,662183b3f6fcf517c9210372,119.41999816894533,119.41999816894533,119.8000030517578,118.1999969482422,119.1500015258789,1495700.0
PNR,Pentair PLC,USD,"NEW YORK STOCK EXCHANGE, INC.",Machinery,https://static.finnhub.io/logo/7c350a5284b5364e4cbc3ebcdd8e5340212483e8b43f627494bb2fe66925d7be.png,https://www.pentair.com/,BBB,High,BB,Medium,BB,Medium,433,330,315,1078,BBB,High,77360,04/18/2022,PNR04/18/2022,662183b3f6fcf517c920f3c1,51.72999954223633,51.72999954223633,52.45000076293945,51.02999877929688,52.06999969482422,1138500.0
PNW,Pinnacle West Capital Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,https://static.finnhub.io/logo/58db7dc2-80ec-11ea-a1d4-00000000092a.png,https://www.pinnaclewest.com/,AA,Excellent,BBB,High,BB,Medium,629,479,300,1408,A,High,764622,04/18/2022,PNW04/18/2022,662183b3f6fcf517c920f9a3,70.26436614990234,77.13999938964844,78.20999908447266,76.73999786376953,77.7699966430664,387600.0
PPL,PPL Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,https://static.finnhub.io/logo/5ad1b27e-80ec-11ea-91fc-00000000092a.png,https://www.pplweb.com/,A,High,BB,Medium,BB,Medium,525,306,300,1131,BBB,High,922224,04/18/2022,PPL04/18/2022,662183b3f6fcf517c920fe8a,27.22381401062012,29.21999931335449,29.459999084472656,29.11000061035156,29.25,6544100.0
PWR,Quanta Services Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Construction,https://static.finnhub.io/logo/5cd40824-80ec-11ea-8cdc-00000000092a.png,https://www.quantaservices.com/,A,High,BB,Medium,BB,Medium,540,382,310,1232,A,High,1050915,04/19/2022,PWR04/19/2022,662183b3f6fcf517c9210954,138.38519287109375,138.91000366210938,139.22000122070312,135.85000610351562,136.52000427246094,1044700.0
RJF,Raymond James Financial Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,https://static.finnhub.io/logo/61f3d4a2-80ec-11ea-bc21-00000000092a.png,https://www.raymondjames.com/,A,High,BB,Medium,BB,Medium,505,309,305,1119,BBB,High,720005,04/19/2022,RJF04/19/2022,662183b3f6fcf517c9210d40,113.0500030517578,113.0500030517578,113.41000366210938,111.1500015258789,111.1500015258789,1006400.0
